latitude,longitude,speed,datetime,trackingId,company,line
14.6961725,-17.4574599,0,2018-05-28T23:56:50.921Z,779dbefd-0d94-450e-8971-e4ffb419e449,aftu,71
14.6961699,-17.4574672,0,2018-05-28T23:59:27.354Z,05d15c29-1fc6-4f29-beb1-b823ece21b70,aftu,71
14.6961794,-17.4574726,0,2018-05-29T00:09:15.233Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.69355667,-17.459105,6.668741226,2018-05-29T00:10:00.694Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.69254333,-17.461795,0,2018-05-29T00:11:21.476Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.69261,-17.461785,0,2018-05-29T00:12:06.353Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.69087833,-17.45949,7.983856201,2018-05-29T00:13:00.206Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.68503833,-17.46082833,12.16185665,2018-05-29T00:14:08.434Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.68281167,-17.46342333,7.294643402,2018-05-29T00:15:18.186Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.682785,-17.46662333,8.313278198,2018-05-29T00:16:00.313Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.68141833,-17.46776,2.956564426,2018-05-29T00:17:00.202Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.68050333,-17.46783333,0,2018-05-29T00:18:01.372Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.680515,-17.46716167,1.237906933,2018-05-29T00:19:01.301Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.67999833,-17.46674,1.410338879,2018-05-29T00:20:04.206Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.679935,-17.46632833,0,2018-05-29T00:21:02.195Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.67993833,-17.4659,0,2018-05-29T00:22:04.316Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.679645,-17.466945,1.597183108,2018-05-29T00:23:00.196Z,fe38cfe5-eaab-4598-b2e9-88cb7969607a,aftu,71
14.68390667,-17.46085167,0,2018-05-29T17:38:08.185Z,917ca411-870e-4d5c-b8fc-06a4f0ba4f0f,aftu,71
14.68387167,-17.46092833,0,2018-05-29T17:39:38.344Z,917ca411-870e-4d5c-b8fc-06a4f0ba4f0f,aftu,71
14.68394833,-17.46097833,0,2018-05-29T17:40:00.303Z,917ca411-870e-4d5c-b8fc-06a4f0ba4f0f,aftu,71
14.68389333,-17.460985,0.5157516599,2018-05-29T17:41:25.635Z,917ca411-870e-4d5c-b8fc-06a4f0ba4f0f,aftu,71
14.68431833,-17.46121667,0,2018-05-29T18:01:46.024Z,5de565df-b9c8-4b1b-8976-9f043068990e,aftu,71
14.68436167,-17.461035,0,2018-05-29T18:02:29.791Z,078f2833-0299-4156-9d32-882f31e585ca,aftu,71
14.684285,-17.46126,0,2018-05-29T18:03:02.779Z,4245ece1-1d91-4b3b-a352-8f031b017e0f,aftu,71
14.68430167,-17.460875,0,2018-05-29T18:04:16.852Z,4245ece1-1d91-4b3b-a352-8f031b017e0f,aftu,71
14.68432333,-17.46090833,0,2018-05-29T18:06:22.192Z,70d41d80-b07a-4fa7-a2be-c40bd129cb50,aftu,71
14.68430833,-17.46088667,0,2018-05-29T18:07:55.815Z,70d41d80-b07a-4fa7-a2be-c40bd129cb50,aftu,71
14.77882833,-17.31675,0,2018-05-30T06:18:05.602Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77901167,-17.31669833,0.8724541664,2018-05-30T06:19:00.478Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77929167,-17.316375,0.4771474898,2018-05-30T06:20:32.161Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77927333,-17.31639167,0,2018-05-30T06:21:07.274Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77920333,-17.316475,0,2018-05-30T06:22:11.393Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77896667,-17.31629333,1.343939781,2018-05-30T06:23:00.212Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.778505,-17.31563833,0,2018-05-30T06:24:01.509Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.778115,-17.314805,1.421148062,2018-05-30T06:25:00.479Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77769667,-17.31445833,2.609127045,2018-05-30T06:26:01.470Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.776395,-17.31506667,3.971081972,2018-05-30T06:27:01.475Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.774795,-17.31572167,3.090906858,2018-05-30T06:28:00.509Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77391333,-17.31630833,3.101716042,2018-05-30T06:29:00.812Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77286667,-17.31705833,0.9043669701,2018-05-30T06:30:08.310Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77216,-17.31761,2.596258879,2018-05-30T06:31:07.252Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77129167,-17.31807,2.23852706,2018-05-30T06:32:09.557Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.770615,-17.31856,2.533977509,2018-05-30T06:33:00.836Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77024167,-17.31879667,2.134038448,2018-05-30T06:34:01.102Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.770365,-17.31874167,0,2018-05-30T06:35:11.257Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.77001667,-17.31887833,1.797410011,2018-05-30T06:36:01.949Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.76919,-17.31915167,4.934641838,2018-05-30T06:37:00.639Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.767305,-17.32000167,11.12160301,2018-05-30T06:38:08.692Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.75966333,-17.32166,4.985084534,2018-05-30T06:39:02.003Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.75453333,-17.32306833,9.958845139,2018-05-30T06:40:00.941Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.75183333,-17.32438833,3.502170086,2018-05-30T06:41:00.510Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74821167,-17.32523,0,2018-05-30T06:42:18.995Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74808167,-17.32658833,1.876677275,2018-05-30T06:43:01.217Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74822333,-17.32724833,6.425792217,2018-05-30T06:44:00.870Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.749835,-17.334075,12.89790916,2018-05-30T06:45:00.478Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.749865,-17.334625,6.69344759,2018-05-30T06:46:00.124Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74943833,-17.34206833,3.264368296,2018-05-30T06:47:03.462Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.749005,-17.34548167,0,2018-05-30T06:48:00.612Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74888333,-17.34602167,7.164933205,2018-05-30T06:49:01.053Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74842,-17.34960833,2.389340639,2018-05-30T06:50:00.382Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74828167,-17.35076833,0,2018-05-30T06:51:03.202Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74828667,-17.351835,1.984768867,2018-05-30T06:52:01.483Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74801667,-17.35297,1.158639669,2018-05-30T06:53:02.481Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74781667,-17.35406167,2.854649544,2018-05-30T06:54:02.538Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74776667,-17.35475,3.821812391,2018-05-30T06:55:01.914Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74780167,-17.35593833,2.652878284,2018-05-30T06:56:00.127Z,f5334986-14af-45ff-aa6a-faee3f4d9ae8,aftu,71
14.74720667,-17.36029333,0,2018-05-30T06:59:54.127Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74713667,-17.360385,0,2018-05-30T07:00:02.319Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74702667,-17.36100667,0,2018-05-30T07:01:09.235Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74688833,-17.361225,1.667185307,2018-05-30T07:02:00.825Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74602,-17.366,14.43384075,2018-05-30T07:03:00.457Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74652667,-17.37013833,14.11110973,2018-05-30T07:04:00.550Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74649833,-17.37275167,0,2018-05-30T07:05:00.877Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.746045,-17.37527333,8.888737679,2018-05-30T07:06:00.549Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74630333,-17.37721667,3.937624931,2018-05-30T07:07:01.881Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74686333,-17.37709667,0,2018-05-30T07:08:06.498Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74755833,-17.37714,5.819963932,2018-05-30T07:09:01.010Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.75127167,-17.37738833,5.228033543,2018-05-30T07:10:00.299Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74929667,-17.37953333,2.363604546,2018-05-30T07:11:00.561Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74910333,-17.38004333,5.448849678,2018-05-30T07:12:00.249Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74631667,-17.387715,19.16413689,2018-05-30T07:13:00.526Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74242333,-17.39908,24.4215107,2018-05-30T07:14:00.184Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74604667,-17.41369833,26.44745636,2018-05-30T07:15:00.488Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.744275,-17.42679,23.39206696,2018-05-30T07:16:00.639Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.74207667,-17.43580667,11.33006573,2018-05-30T07:17:00.239Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.73903333,-17.43928167,4.334475994,2018-05-30T07:18:00.518Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.73734833,-17.43978167,4.076085091,2018-05-30T07:19:01.466Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.73596333,-17.43994167,3.22885251,2018-05-30T07:20:01.517Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.73421,-17.439995,3.162453413,2018-05-30T07:21:00.586Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.72988333,-17.440095,12.8922472,2018-05-30T07:22:00.511Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.72644,-17.44182833,1.234818578,2018-05-30T07:23:03.571Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.72661667,-17.44231667,5.217739105,2018-05-30T07:24:00.847Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.72681333,-17.44377,0,2018-05-30T07:25:02.266Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.72673667,-17.44380167,0,2018-05-30T07:26:18.682Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.726115,-17.44465333,0,2018-05-30T07:27:01.519Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.72380167,-17.445955,2.487137794,2018-05-30T07:28:01.483Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.72136167,-17.44760667,2.182422161,2018-05-30T07:29:02.522Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.71995,-17.44673333,5.809669495,2018-05-30T07:30:00.945Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.71728833,-17.445995,2.368237019,2018-05-30T07:31:00.438Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.71579667,-17.44611833,8.762631416,2018-05-30T07:32:00.462Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.713325,-17.44632333,0,2018-05-30T07:33:01.237Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.710395,-17.44638667,5.805552006,2018-05-30T07:34:00.528Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.71008167,-17.44728167,3.60768795,2018-05-30T07:35:01.228Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.70964333,-17.44984,5.632090569,2018-05-30T07:36:01.536Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.70890167,-17.45171833,5.154942989,2018-05-30T07:37:00.536Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.708805,-17.45308,1.986827731,2018-05-30T07:38:02.588Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.70809,-17.45437,3.887182236,2018-05-30T07:39:00.452Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.70709,-17.456725,4.130131245,2018-05-30T07:40:01.520Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.70606667,-17.45807167,6.022250175,2018-05-30T07:41:00.167Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.70457167,-17.45999167,3.254588604,2018-05-30T07:42:02.468Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.703215,-17.46125833,1.020694137,2018-05-30T07:43:06.537Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.702975,-17.461555,0,2018-05-30T07:44:16.401Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.70244667,-17.461975,3.941742659,2018-05-30T07:45:02.486Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.69904,-17.464295,6.241006851,2018-05-30T07:46:00.490Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.69812833,-17.46496333,1.159154415,2018-05-30T07:47:01.456Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.698135,-17.46482167,0,2018-05-30T07:48:18.248Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.69824667,-17.46484833,0,2018-05-30T07:49:07.468Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.69713333,-17.46566333,2.215364456,2018-05-30T07:50:00.541Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.69716667,-17.46582167,0,2018-05-30T07:51:06.489Z,16080f0a-1286-4093-a59a-8c19a81d58c1,aftu,71
14.68544833,-17.45611333,0,2018-05-30T08:26:50.756Z,4c99b32d-3d60-4bd9-82d9-0f2025b097e2,aftu,71
14.68510667,-17.45611333,0,2018-05-30T08:27:03.576Z,4c99b32d-3d60-4bd9-82d9-0f2025b097e2,aftu,71
14.68594333,-17.45511,3.691072941,2018-05-30T08:28:00.573Z,4c99b32d-3d60-4bd9-82d9-0f2025b097e2,aftu,71
14.68442167,-17.45368333,3.333341122,2018-05-30T08:29:01.544Z,4c99b32d-3d60-4bd9-82d9-0f2025b097e2,aftu,71
14.68548333,-17.454215,0,2018-05-30T08:30:01.568Z,4c99b32d-3d60-4bd9-82d9-0f2025b097e2,aftu,71
14.77785,-17.31513667,0,2018-05-31T06:28:06.727Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77790667,-17.314475,1.791748047,2018-05-31T06:29:01.712Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77718833,-17.31467333,0.5878127813,2018-05-31T06:30:00.733Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77595667,-17.31522833,4.259840965,2018-05-31T06:31:00.898Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77461333,-17.31595,1.688803554,2018-05-31T06:32:00.528Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77405167,-17.316205,2.647731066,2018-05-31T06:33:01.565Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77329167,-17.316805,1.630125284,2018-05-31T06:34:03.466Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77300833,-17.31698667,1.371734738,2018-05-31T06:35:05.306Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.772755,-17.31719333,2.242644787,2018-05-31T06:36:01.845Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77220833,-17.317605,1.658949733,2018-05-31T06:37:01.613Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77136833,-17.31817333,2.123229265,2018-05-31T06:38:02.549Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77044,-17.318805,0,2018-05-31T06:39:00.701Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.77037167,-17.318835,0,2018-05-31T06:40:00.531Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.76894833,-17.31932667,6.901910305,2018-05-31T06:41:00.524Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.76334833,-17.321115,12.12016392,2018-05-31T06:42:00.505Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.758365,-17.32198333,9.043669701,2018-05-31T06:43:00.463Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.7534,-17.32361667,8.550050735,2018-05-31T06:44:00.464Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74862,-17.32511667,11.91479015,2018-05-31T06:45:00.471Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74799667,-17.325945,7.074342251,2018-05-31T06:46:00.483Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74856,-17.32833333,9.11624527,2018-05-31T06:47:01.561Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74971833,-17.33430667,1.225553632,2018-05-31T06:48:04.203Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.75006,-17.33516333,8.404899597,2018-05-31T06:49:00.172Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74934833,-17.34226333,9.082273483,2018-05-31T06:50:00.567Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74909833,-17.34515667,0,2018-05-31T06:51:00.918Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74894833,-17.34597167,4.581542492,2018-05-31T06:52:00.834Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74835667,-17.35014333,10.06848145,2018-05-31T06:53:00.458Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74802833,-17.35308,0,2018-05-31T06:54:01.609Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74788833,-17.354145,3.323046684,2018-05-31T06:55:00.561Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74745167,-17.35757,7.084122181,2018-05-31T06:56:00.508Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74693667,-17.36085667,0,2018-05-31T06:57:19.287Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74694167,-17.361135,0,2018-05-31T06:58:07.545Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74695167,-17.36133333,0,2018-05-31T06:59:10.294Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.746455,-17.36523167,10.84622669,2018-05-31T07:00:01.142Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74652833,-17.36760667,6.054677486,2018-05-31T07:01:00.462Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.746555,-17.37157333,6.139606476,2018-05-31T07:02:00.445Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74654,-17.37338667,1.882853866,2018-05-31T07:03:02.476Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74644833,-17.374055,0,2018-05-31T07:04:00.414Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74625333,-17.37544667,0,2018-05-31T07:05:03.213Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74615333,-17.37630333,0,2018-05-31T07:06:00.526Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.74602333,-17.376925,3.716294527,2018-05-31T07:07:00.819Z,549624c7-92ed-4f23-a684-cbb2ad104168,aftu,71
14.685955,-17.45490667,0,2018-05-31T08:33:38.335Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.68585167,-17.45458167,4.675736904,2018-05-31T08:34:00.912Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.68500333,-17.45381333,3.508861303,2018-05-31T08:35:01.588Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.685305,-17.45397667,0,2018-05-31T08:36:23.427Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.6854,-17.45402,1.33415997,2018-05-31T08:37:00.391Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.68708333,-17.456005,4.796181679,2018-05-31T08:38:00.930Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.68808,-17.45688167,0,2018-05-31T08:39:09.144Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.689985,-17.45812167,7.515459061,2018-05-31T08:40:00.569Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.69063333,-17.45884167,0,2018-05-31T08:41:06.058Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.69082333,-17.45913,1.815425277,2018-05-31T08:42:26.467Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.69137833,-17.45986667,0,2018-05-31T08:43:25.888Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.69213833,-17.4607,7.120152473,2018-05-31T08:44:01.092Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.69287833,-17.46157833,0.6717125177,2018-05-31T08:45:05.649Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.693065,-17.461945,4.307195663,2018-05-31T08:46:01.852Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
14.69353,-17.462465,3.928359985,2018-05-31T08:47:01.815Z,a4235ede-15ba-4d26-924f-621218a99826,aftu,71
